text,labels
My Twitter is tiny so I see the algorithm at work. Tweets about food v politics v tech v LGBT issues are seen by discrete sets of followers that don't necessarily overlap. Maybe I should put #fucktrump #yummyfood #gaystuff #technerd in all my tweets to introduce everyone. 😁 https://t.co/dAC0ePzmmT,1
"@GOP @realDonaldTrump #BreakingNews #HappeningNow #acrossthecountry:    While some are using Trump's 73rd birthday to celebrate John McCain, #mostAmericans are hoping the #WorstPresidentEver celebrates next year with a #cupcake on his #federalprison #cafeteriatray.  🧁  #FuckTrump    https://t.co/hWSDEiJpwM https://t.co/FHKCLaLAbQ",1
"@rumplestilt49 Yeah, I know what you mean. The typical Twitter conversation is hardly intellectually elevating. And yes there is far too much about Putin's butt boy and his cult on Twitter. It's why I have to take breaks. They make me feel like vomiting ... on them. #TrumpIsATraitor",1
Trump doesn’t know what the Hell he is talking about!!!!    He can’t help but spew B*llshit!!!   He’s a Disgrace &amp; 2020 can not get here fast enough!    #FuckfaceVonClownstick #fucktrump #LockTrumpUp #ImpeachTheMF #ImpeachTheMFTraitor https://t.co/vUdyQ5iEhk,0
Save Your Saviours ♥️🙏🏻    #SaveTheSaviour #SaveOurDoctors #SaveBengal #standwithnrsmch #istandwithnrsmch #DoctorsFightBack #DoctorsProtest #Doctors #doctor #medicine #medicalstudent #savedoctor #savedoctors https://t.co/SJzbqk50ts,1
#Trump's Stunnng Open Betrayal Against the USA Makes History #IndictTrump #LockHimUp #FuckTrump #Progressive #Dems #ReSisters #Resistance #Resist #TraitorTrump #TrumpTreason #TrumpTraitor #PutinsPuppet #JailTrump #TrumpRussia #NotMyPresident #NoTrump #FBR https://t.co/pfKtf1pX1S,0
The fraudster(s) behind IMA Ponzi scheme    #IMAfraud #IMAScam    https://t.co/eXL1CtNe4f,1
Anti-LGBTQ activist issues ‘sincere’ apology for posting hate content. Within hours she posted more. #Resist #ResistTrump #FuckTrump https://t.co/CfrPh5kakF,1
"@BBhuttoZardari #imranhataomulkbachao InshaAllah we will be supporting our Chairman @BBhuttoZardari and @AsifZardariPPP in every protest against this #awamdushman, Nalahiq Niazi..!",1
"@NRATV @DLoesch U should be filmed while u are made to walk through a the scene of a mass shooting where dead children are present, uncovered, bodies torn apart by guns, and, tell us all about your belief in profit before life.  #murderer",1
This REALLY is  right on Target! #targetparkinglot #fucktrump #stateoftheworld #vivalaresistance https://t.co/6rgENCvTWJ,1
The English love a buffoon but the Boris Johnson joke went tragically wrong | News | The Times https://t.co/AIxx2V5FtC  #BorisJohnsonShouldNotBePM,0
@fredonair OMG seriously trying to justify being a douchebag? No! You're illegally using a handicap placard I hope you get caught every single time you do it a $250 ticket #waitingbythephone #douchebag,0
U.S. will examine 2016 North Carolina poll books for election hacking #Resist #ResistTrump #FuckTrump https://t.co/aWa4ng4YKd,0
"Hey Gil, by all means, do it again. Just don't risk others. #SN7 #DICKHEAD",0
"@HHShkMohd His highness a fugitive like Mohammed Mansoor Ali Khan who has cheated 200,000 poor Muslim families worth of 357,500,000,000$ amount &amp; he is in #Dubai now   Need your intervention   #IMAFraud they have broken financial backbone of Muslim need your support His Highness",0
He must have voted for trump,1
House committee passes bill to block Trump admin immigration changes #Resist #ResistTrump #FuckTrump https://t.co/6v52bNwxnl,1
Barack Obama freestyle! Trump diss. Mixtape out in 2020!    #mmmfreestyle #obamafreestyle #trumpdiss #barz #FreeTayK #thuglife #BarackObama #DonaldTrump #fuckdonaldtrump #fucktrump https://t.co/ZjLCiUhyMR,1
The tables have turned.  #DoctorsFightBack #DoctorsStrike #DoctorsProtest #standwithnrsmch https://t.co/7IFpL9Cwy6,1
Dear @MamataOfficial    https://t.co/aDI7dCkqOy    #Bengal #NRSMedicalCollege #SaveTheDoctors #DoctorsProtest #DoctorsFightBack #DoctorStrike  @abpnewstv @republic @TimesNow @ZeeNewsHindi @Zee24Ghanta @CNNnews18 @IndiaToday @aajtak,1
"This is a misconceived logic.     Supporting events are held in the backdrop of different spirit.    If all the teams start wearing such insignias to highlight their respective army’s sacrifices , the supporting grounds would become battle grounds.    #DhoniKeepsTheGlove https://t.co/BMqZ8NHki0",1
@realDonaldTrump You’re no brains. Free speech.   Here’s more:  #TrumpIsACriminal   #TrumpObstructedJustice   #TrumpIsATraitor   #TrumpIsAMoron   Many people are saying........,0
INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE - Martin Luther King Jr.    Each and every part of the community must stand with each other at times of crisis.  #DoctorsFightBack   #doctors_against_assualt https://t.co/nrZlJHFlWu,1
2020 Dems call for impeachment over Trump’s election comments #Resist #ResistTrump #FuckTrump https://t.co/eTbm7dTDUw,0
"Vegan food is not always necessarily more healthy. Vegan #Packaged food is MORE #DEADLY  than meat!  Do NOT be such a bandwagon jumping, gullible, #DickHead! 🐑  #ImpossibleBurger is NOT #healthy! #Processed is processed, #vegan or not!  Make your own #food!  #Alkaline #FreshFood https://t.co/fUabaWrdua",1
"Kid on a bike cycling down the road towards me, decides to try show off by taking his cap off, twirling it and catching it. Only he dropped it and fell off his bike a foot away from me.    #Dickhead.",1
@realDonaldTrump This is a load of #bullshit! Your supporters are NOT smart...cause they still support YOU! And this is NOT your approval rating! #LIES #STFU #POSPOTUS #FuckTrump,0
@DhirajAhuja1108 She has lost the political good will    Momotah Hatao    #DoctorsFightBack,1
"@cricketworldcup People waited for 5 years just to hear that the match is abandoned.. !  @ICC very poor planning , you couldn't find few days without the rain in 5 years ! #INDvPAK  should be rescheduled if same thing happens.  #ShameOnICC",0
The leader might be new but the mindset of the Gandhis doesn't change....Mr. Adhir has let down Bengalis today #GandiNaaliAbuse @republic,1
"@republic #DoctorsFightBack Tamilnadu Medical Officers Association (TNMOA), TIRUNELVELI strongly condemn this barbaric act on doctors and making them look like the predators when actually we are the victims just for DOING OUR JOB https://t.co/RPLf5kCfiB",1
"@mrchrisjohn @YvonneGetcarter Like Trump, Bozo Johnson responds positively to sycophantic praise. #BorisJohnsonShouldNotBePM #GetTheToriesOut https://t.co/GmGVuH9hKq",1
@Stop_Trump20 @mercyg238 Understand that #fuckTrump supporters aren't sane to begin with,1
I support #DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeSaathDesh #DhoniAtCWC19 #DhoniVsICC https://t.co/gQP93Mz2xE,1
NRSMC STANDS BOLD  THEY WILL NOT GO  CM MUST COME  #DoctorsFightBack,1
@RepAndyHarrisMD @POTUS Let’s not forget ...    Today is #JohnMCainDay which is infinitely more celebratory than the birthday of a pathological lying corrupt criminal traitor.    #TrumpIsATraitor   #TrumpIsACriminal   #TrumpIsAMoron   #TrumpIsANationalSecurityThreat,0
https://t.co/4GbLUidanC put him in jail! #fucktrump,0
@senatemajldr you sir are a #DoucheBag  https://t.co/qO0F4lYMBI,0
@plumpne Double #dickhead 🖕🏽😜😜,0
Too puffed up to debate #BorisJohnsonShouldNotBePM https://t.co/uRndMh96gu,1
@JimCarrey Right beside you #STD #murderer https://t.co/8kJmH1YPjN,0
This bozo is happy for the country to have a PM deciding how much scrutiny he gets. The less the better it appears. 🙄FFS. #BorisJohnsonShouldNotBePM https://t.co/SosAKxtGSG,0
Will @ImRo45 score a 100 again today?  Predict @ https://t.co/miljukaKu1 and win prizes.   #INDvAUS #DhoniKeepsTheGlove   #DhoniAtCWC19 https://t.co/rZ1dlFsKOX,1
@rorybremner @MantisProMedia @Channel4 Bloody brilliant   #BorisJohnsonShouldNotBePM,1
Shame shame shame.. #ShameOnICC,0
ICC rejects BCCI's appeal to allow Dhoni's insignia gloves    Click here to view more : https://t.co/I8xvBX2EuU    #DhoniKeepsTheGlove #ICCWorldCup2019 #dhonigloves #DhoniVsICC #ICCVersusIndia,1
"@realDonaldTrump @K1erry No surprise there. Warner’s a classic “do as I say, not as I do” guy. #Hypocrite #Sleazy #Anything4Votes #Douchebag",0
"@msdhoni is a world class player and a role model for me, as far as tomorrow's game is concerned I feel we will see him donning the camouflaged gloves, because no power in the world can stop him from showing luv fr hs country and the @adgpi #DhoniVsICC #DhoniKeepsTheGlove #Dhoni",1
"@ImranKhanPTI Then arrest #FaisalVawda, #AleemKhan, #JahangirTareen &amp; your sister #AleemaKhan.     @FaisalVawdaPTI, @aleemkhan_pti, @JahangirKTareen   @OfficialDGISPR @ArifAlvi   #PMIKAddress #PMIK   #ImranKhan #PTI   #ImranHataoMulkBachao #PTIMF",1
Sarah Sanders failed in almost every aspect of her job #Resist #ResistTrump #FuckTrump https://t.co/dZWdVrtnc0,1
"Geez, are we making up excuses to attack Iran?  A war would raise Trumps approval ratings just in time for the 2020 election. #FuckTrump",1
"We demands for safety at work place it's a fundamental right of every worker,but politicians made it communal #Istandwithdoctors  #DoctorsFightBack https://t.co/IoFST70HZz",1
@benmaller And people switching to the day shift will live longer. #fact. @benmaller is trying to shorten people's lives. He is a killer. #murderer,0
@WhiteHouse Can someone please pull the insane a$$clown OFF the flag... he’s desecrating it! #FuckTrump    Also:    #HappyJohnMcCainDay2019   https://t.co/q83sFVmwRN,0
"@superfooty @Robbo_heraldsun He's appalled at the reaction of the people to his measures, not the measures themselves.  #dickhead",1
"https://t.co/fwogGljyuM   “Whether authorities classify an act as “terrorist” depends almost entirely on who carries it out, not what they did”  @Dr_Maha_Hilal @FPIF     #Terrorism #Bias #AntiMuslim #Islamophobia https://t.co/AfaQTXXlM0",1
@republic Abusing Modi who is taking Bharat on top ranking on world map Shame #GandiNaaliAbuse,1
"@amvetsupport Hey man, treasonous, traitorous, draft dodgers gotta do what treasonous, traitorous draft dodgers gotta do.   #fucktrump #DumbDonnyTheDraftDodgingDotard",0
"These bunch of jokers have no vission, no mission, no dedication😰 #ICCWorldCup2019  #ICCCricketWorldCup #ShameOnICC",0
Being a Moroccan med student means:  Your dad being FIRED.  Your professors being FIRED.  Your basic rights being TAKEN from you.  The government THREATENING you.  #DoctorsUnderOppression   #DoctorsFightBack   #SOS,1
#NRSMCH  Kolkata incident shouldn't have happened .They must be given justice not because they are doctors but they are human  being.   #DoctorsUnderOppression #DoctorsFightBack,1
"They were all sleeping when Dr. Kafeel Khan was being persecuted at the hands of Yogi Adityanath. Now Mamta is not even the perpetrator, but an enforcer of law and order, but she is being targeted as if she is the main accused.  #DoctorsFightBack",1
ICC full form  Islamic cricket council   #DhoniKeepsTheGlove   @BCCI   @ICC   @msdhoni   @imVkohli   @cricketworldcup   @cricketaakash,0
@BetoORourke Hey Beto shut the front door Robert Francis O’Rourke  conMan #DoucheBag,1
"@realDonaldTrump Ask the people of Scranton-Wilkes Barre, Johnstown &amp; Williamsport in Pennsylvania if their conditions are booming!Your a lot of hot wind, bluster &amp; broken promises Crooked Donald! #Impeach45 #TrumpIsADisgrace  #TrumpIsATraitor #TrumpisaBillionDollarLoser #TrumpCrimeAdministration",1
*enter sarcasm* They don't need evidence to prove anything! If they said it it's true and anyone who expects proof is part of the fake news media. 🤬🤬🤬🤬 #ThursdayThoughts #ImpeachTrumpNow #TrumpisaTraitor #FuckTrump https://t.co/78kDKRQvK4,1
@MusiicTown @ShivaniPatel23 @AmaalMallik Change your name to 'Amaal-Armaan' fanpage  Begging attention from their school going fans to get RT's and followers lol    Chutiya samajh rakha hai logo ko?  #Douchebag,0
@MattHancock Your Tweet hasn’t gone down very well Matt.   I’m not surprised! #BorisJohnsonShouldNotBePM,0
Thanks Kenley Jansen #douchebag,0
@neal_katyal @MiaFarrow He's not even fit to be an American! #TrumpIsATraitor,0
@MathiasCormann But #LNP have a 'mandate'? #dickhead,0
@realDonaldTrump @foxandfriends Dear Mayor of Orlando: demand cash up front!    #TrumpCrimeFamily   #TrumpIsATraitor   #TrumpIsNotAboveTheLaw,1
Hey Trump ! These lovely ladies got something to tell ya ....  #FUCKTRUMP https://t.co/s1WhlaPaMf,0
#ShameOnICC @ICC should be investigated for why they choose England as venue and at this time. Thai may turn to be a scam. Fans bought so expensive tickets 1 year ago and the arrangements to cover grounds is wrost than club cricket. @ICC  #ShameOnYou,0
It’s time for ICC to focus on improving umpire standard in world cup instead of Dhoni’s gloves. #DhoniKeepsTheGlove,1
"I don’t get that so many people follow him, is he stil a sports hero in the States ?   #murderer #oj https://t.co/c6N428zVzb",1
Only gone and done it again #dickhead,0
"#WIvENG this is the best way that #ICCWorldCup2019 would've gone after washouts,  #ShameOnICC to have organised such a bizzare @cricketworldcup   No words can describe how terrible this has been on the part of #cricketfans   Only money &amp; no emotions   @ICC is a real virus to cricket",0
"Personally, I say lets go the whole hog & get @BorisJohnson elected to PM. Him & #Trump would be a bumbling comedy double act destroying lives & the planet but making great TV! After all, it's not about policy, it's about personality & pandering to fear. Fuck your kids future! ",0
@Millie__Weaver #TrumpIsATraitor fixed it for ya MillieVanillie... you're very welcome,1
Yesterday England got 2 points bcz of Rain Lost..  @ICC  @BCCI  @cricketworldcup  #ShameOnICC,0
@TheRealOJ32 I thought this POS was in jail still? Hope he ends up broke and alone! #Murderer #PutHimBackinPrisonPlease,1
"@realDonaldTrump @MarshaBlackburn Oh goodie, another Republican who doesn’t give a sh!t about the law.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",1
QFX Boom Portable Bluetooth Speaker with FM Radio  @ Rs.1405 (mrp-3199)    https://t.co/HkDD1eXdvV    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1
And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,1
@GovPhilScott Except now we kill them in the womb up until birth. What is wrong with you?! #RINO #BABYKILLER #MURDERER #GODLESS #GUTLESS #CCOT #TCOT,0
#Trump just confessed to being a traitor -   #TrumpIsATraitor  https://t.co/EkGv0T02fN,0
#borisjohnson huge twat. Would be a disaster in office. #BorisJohnsonShouldNotBePM #borisjohnsontruthdodger https://t.co/oxzH9OAfdw,1
#DoctorsFightBack Angry Relatives Of Patients roughing up and mishandling Doctors is old story. So is protest by Doctors to counter such misbehaviour. But BJP has achieved a first by converting this into Muslims vs Doctors.,1
"@realDonaldTrump This daft orange shitgibbon has no clue how tariffs work. China or whatever country doesn't pay for it, the country  IMPORTING the product pays for and that is passed right along to the consumer. Tariffs rip even more money out of U.S. consumer's wallets. #FUCKTRUMP #ResignNow",0
@CNNnews18 @drharshvardhan @UdaySRana #DoctorsFightBack  #DoctorsProtest  #India  Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. #IMA must go on indefinite strike in the entire country till an ordinance is passed. #WestBengal,1
iBELL IBL E240 BT 2.1 Channel Multimedia Speakers    @ Rs.1920 (mrp-2730)    https://t.co/DOFiFnZG5Z    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1
@espn @SportsCenter @TSN_Sports .... and 11 more morons than would have watched the #nbafinals without @drake up the ass of the @NBA celebrate. #douchebag #whatachump,0
@TheRealOJ32 GOD has some 'getting even' to do with you too.  #MURDERER,1
Trump accidentally reveals part of his alleged secret deal #Resist #ResistTrump #FuckTrump https://t.co/bSwxHqXzqi,0
Do not remove the batch at any cost #DhoniKeepsTheGlove  We support you MS 🇮🇳 #ICC must give equal treatment to everyone..   What do you call this a spirit of cricket...? https://t.co/eGL0mfObHC,1
Ground pe kya Kara rahe the @ICC @cricketworldcup @BCCI #DhoniKeepsTheGlove https://t.co/Yeghbmkx1g,0
#ShameOnICC Is this a plan by ICC to defame cricket as it is popular in India.Why such a pathetic planning for such a big moment as world cup.There should be an investigation.,1
"The Russia Probe (Mueller Investigation) did not frighten #45 enough!    Trump's response when asked if a foreign government offered dirt on a 2020 political opponent:  'It's not an interference, they have information - I think I'd take it'     #FuckTrump    https://t.co/ATarpFrM8p",1
@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.,1
Yay!  #JohnMcCainDay   #FuckTrump   #JohnMcCainDay   #JohnMcCainDay   #FuckTrump   #TrumpMustResign   #JohnMcCainDay   #JohnMcCainDay   #ImpeachTrumpNow   #FuckTrump   #JohnMcCainDay #JohnMcCainDay   #ImpeachTrumpNow   #ImpeachTrumpNow   #JohnMcCainDay   #JohnMcCainDay   #JohnMcCainDay   Oh yeah!,0
Never forget who you are dealing with #putler #murderer Vladimir Putin &amp; 1999 Russian Apartment-House Bombings -- Was Putin Responsible? | National Review ⁦@McFaul⁩  https://t.co/wfe18GKoBP,1
"My Irish, Scotch, English, and French ancestors came to America through Canada. I kind of wish they would have stayed there #fucktrump #traitor #Pride2019",1
I will take a retirement if @ICC not allowed @msdhoni with army gloves @BCCI. I Never watch any cricket match in my whole life.    FUCK YOU @ICC anything not bigger then my country self respect  #IndiaWithDhoni #DhoniKeepTheGlove #BalidaanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove,0
"@LindseyGrahamSC @hughhewitt We get it — you’ve given out the talking point that the prez is not bad - the Steele dossier was the same thing.  It wasn’t, you know it—but it’s the only thing you can say - the President is a traitor which you also know but you and McConnell are in to deep.  #TrumpIsATraitor",1
"@realDonaldTrump W/thoughts like what this fraudulent @POTUS uttered indicates his desire to be #DictatorTrump     WAKE UP America, this will not happen on our watch.  Vote this bastard out via the biggest #BlueWave2020 ever! #TrumpIsATraitor     https://t.co/JoWVXowgEw",1
@vinodhansda So what??    who ask them to the schedul world cup in @ECB_cricket ?? They know every thing   #ShameOnICC,1
Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/oQkq0Ya6Gy,1
@realDonaldTrump Try all you want to Fat Donny. You are the WORST president in the history of our great nation. You will FOREVER be known as America’s Russian Manchurian president. #TrumpForPrison #TrumpIsATraitor,0
This picture tells everything  How @BCCI takes care of ground   How @ICC takes care of ground And remember it @ICC is head of all cricketing nations   #ShameOnICC https://t.co/WXuiwBRZhO,1
India is about 13 times bigger than United Kingdom. While UK spends 9.8% on health (and still underfunded) India spends a mere 1.4% of it's GDP amd blames doctors for everything that's wrong in the system.     #DoctorsFightBack #DoctorsStrike,1
Who's excited for the debates in 2 weeks? #DEMOCRATS2020 #BLUEWAVE2020 #KEEPTHEWAVEGOING #FUCKTRUMP #DUMPTRUMP,1
"@TheRealOJ32 Only in America can a murderer (come on, he did it) and convicted criminal immediately get half million followers. If you’re following, you’re condoning his actions and validating him. #OJdidit #conman #murderer",1
Family Services Counselor Fired After Speaking Out Against Surveillance of Unaccompanied Migrant Children #Resist #ResistTrump #FuckTrump https://t.co/nIR5rEsDlT,1
"Mamata's inaction arising out of her unfaltering ego has made lakhs suffer Nationwide.She is proving to be a growing tyrant everyday.She is in panic,she is in fear,she is in distress,she is apprehensive b'cs she knows now #TMC is shrinking .  #SaveBengal  #doctorsfightback",1
@marcorubio Mohamed Bin Salaam - #murderer #liar    Iranian Clerics- murderers liars    Don Trump - #compulsiveliar #cheater #thief     See the problem? It was bound to happen.,0
INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE - Martin Luther King Jr.    Each and every part of the community must stand with each other at times of crisis.  #DoctorsFightBack   #doctors_against_assualt https://t.co/XeqfFC6fl4,1
Piers Morgan is a total weapon and THE most unlikable human.     #SoccerAid #SoccerAid2019 #soccer #PiersMorgan #dickhead,1
Thanks for following! @Dave14400156 @patriciaf4444 @MrJackPalin @valerileist @motiv8d2bgr8 @modelpageant @EdRedstateblues @booradley1968 #ImpeachmentNOW #TrumpIsATraitor,1
@Mimirocah1 @SpeakerPelosi @HouseGOP @SenateGOP That’s what @MichaelCohen212 warned us about! #CongressDoYourJob #ImpeachmentinquiryNOW #TrumpIsADisgrace #TrumpIsATraitor #Trump30Hours #LiarInChief #TraitorTrumpVoteHimOut,0
@drgeorgekro @realDonaldTrump https://t.co/wQKrsxlw3V    Agree. By The hand of @HillaryClinton. 🤣😂🤣 #douchebag,1
@realDonaldTrump You’ll never win the election “fairly”.  You don’t know how to play fair.  That’s why you had Russia help you.  You’ve probability already talked to Putin about helping you this election. #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #TrumpIsAmericasHitler,1
"@realDonaldTrump You’re no president. Stolen election, illegitimate @potus, illegitimate scotus. #goptreason #birther #bigot #rapist #traitor",0
It’s 2016 All Over Again #Resist #ResistTrump #FuckTrump https://t.co/9aTkUMgLOe,1
"World has reached on moon and Marsh , but here is excuse by #icc that they can't secure extra days for such important games cz it's difficult to organize. Dear #icc it's not 1980. #ShameOnICC     @SanjayTripathi_",1
"Sing Along Brethren  Some Have Dickbuh canno Fuck, Some Can Fuck Buh Have NoDick We Have Dick And We Can Fuck Glory Be To Jah Ameeennn\n\nRT If You Remember This Song",1
"#Chernobyl #ShameOnICC  Akimov: The turbine is going too slow for the test to deliver any valid results, &amp; If we add mor....  Dyatlov: https://t.co/2zMUCFKYbX",1
"As forecasted by me much earlier, #CongressMuktBharat begins with #CongressMuktTelangana     @narendramodi @AmitShah @rammadhavbjp https://t.co/sUMfDMZz1r",1
@PatsyResists Everybody stands by America &amp; goes to war against Iran ...    Then Iran bails out a bankrupt Trump Kushner building somewhere ...    Trump changes his mind and defends Iran ...    #ImpeachTrumpNow  #FakePresident  #TrumpIsATraitor  #TrumpCrimeFamily    @SecPompeo,1
Have you never been to a doctor? Do you not know even ONE ? Does it embarrass you that we're not a matter as hyped up as  #PrayForParis? Or are you just violent &amp; sick enough to believe that doctors deserve what they get?    You should be ashamed.  #DoctorsFightBack #IstandwithNRS,0
@itsJeffTiedrich Oh he definitely would’ve sold out everybody. #trumpisatraitor #TrumpMustResign,1
Icc high on weed #ShameOnICC @ICC @cricketworldcup https://t.co/Xn1gBsPQ4X https://t.co/Tg7A2qxNzH,0
#Despotus reminds me of some of the most idiotic frat boys I met in college. #fucktrump #scrotus,1
By using #GandiNaaliAbuse Congress has scooped to Naali level,0
"@ericswalwell Have you moved from 0% chance to at least 1% in the polls as a result of this very pathetic ad?? 😂  You keep embarrassing yourself time after time, it’s priceless! #douchebag 🤡🤡",1
"Today doctors are 'fighting', tomorrow teachers will join, than Sangh will activate their cell in each and every sector.  Mamata is trapped, cannot fight the Modi-Shah alone.  With messy handling @MamataOfficial is handing over on the platter WB to Modi-Shah.   #DoctorsFightBack",1
@AprilDRyan He should still be serving out his murder conviction. #Murderer #GamedTheSystem,1
Dear @ICC    You should have reserve days for WC matches. It's a WC match not u'r regular 1dy matches. It comes after 4 year. So u should be more vigilant while choosing venues.   You should apologise from every cricket fans for this mess.    #ShameOnICC https://t.co/p5Frn4DZij,0
@adamcbest @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,0
Total bullshit.  #dickhead https://t.co/Ey4huzjFjB,0
Trump: Mars is part of the moon. Say what now? #Resist #ResistTrump #FuckTrump https://t.co/2s4IE9yM5n,1
Oh look....    #WheresBoris   #BorisJohnsonShouldNotBePM https://t.co/d032PBnY3i,0
@ICC you should be worried about other things rather than a sign of patriotism on @msdhoni gloves huh #DhoniKeepsTheGlove #INDvsAUS #ICCWorldCup2019 https://t.co/dPlEcrWHYt,0
4 matches were can't play due to rain and many more will be not played fir the same reason .  Conclusion this world cup is no more world cup.  #ShameOnICC  #RainCup,1
"Once again our great #PMImranKhan has proved played his card of dictatorship. Firstly #AsifAliZardari now #HamzaShehbaz, PM is making good use of #NAB to knock out players in his opposition. 😃  #imranhataomulkbachao   @BushraGohar @nidkirm @gabeeno @TahaSSiddiqui https://t.co/tVjyVsKBgd",1
"@GOP @realDonaldTrump He’s also lied, cheated, committed crimes against America, broken emoluments laws, nepotism, spread his corruption, conspired with Russia, and banked millions of our tax dollars while you dumbf**ks cheer    -You have become his accomplices   #TrumpIsAFraud #TrumpIsATraitor",0
"@englandcricket @chriswoakes I think icc full supporting to England to go semi finals and win the World Cup, because no rain in England match's     You can do anything but England is not going to win World Cup 🙉🙉    #ShameOnICC",1
"@realDonaldTrump #fucktrump #trump2020 #realdonaldtrump  MORE TARIFFS, DOG VOMIT DON,    TARIFFS TARIFFS THE MUSICAL FRUIT, THE MORE YA TARIFF, THE MORE YA TOOT, THE MORE YA TOOT THE BETTER YA FEEL,    TRUMPERRHOIDS WANT MORE TARIFFS AT EVERY GOD DAMNED MEAL    TARIFFS MAKE AMERICA RICH https://t.co/4CWjPYZUua",0
Proud of @msdhoni for using Balidaan badge over his glove.   #ICC has no business to take objection against this.   Big commercial brands logo will do but not national pride ?  Its nonsense. Condemn it.  #DhoniKeepsTheGlove,0
Protest violence with doctor.....  #DoctorsFightBack   #Doctors   #standwithNRS https://t.co/4SSdgyIvEp,1
#ShameOnICC what a bunch of useless people working for @ICC. The whole frenzy of World Cup is ruined. Who elect these suckers,0
"@realDonaldTrump @USArmy @realDonaldTrump And YOU had NOTHING to do with it! If they're so great, why do you keep selling us out to #NorthKorea and #Russia? Oh, right. Because #TrumpIsATraitor.",0
@ICC i think u do have some work rather than seeing on dhoni's gloves...if u don't have then i can suggest u to improve the quality of ur great umpires ..plz go and improve the quality bcz #DhoniKeSaathDesh   #DhoniKeepsTheGlove   #BalidanBadge,0
"Crappy birthday, @realDonaldTrump, hopefully it’ll be your last as a free man #TrumpRussia #TrumpIsATraitor #TrumpIsACriminal",1
"#DhoniKeepsTheGlove@ICC you are zero without dhoni like captain,person... https://t.co/jxBh5MW1L5",1
Some more than others...    It's alright it was only 5 years....    #BorisJohnsonShouldNotBePM https://t.co/lQJNrNUNdE,1
@EllisFan14 Only if he finds you. #OJSimpson #murderer,1
@texasnana2019 Tell that to #Trump. Too many of you have led him to believe they’re on AT LEAST equal footing. #TrumpIsATraitor #TrumpCrimeFamily,1
@jimsciutto @RepMcCaul Except... Trump’s hand has already been caught in the cookie jar trying to get “dirt” on an opponent from Russia.     Remember... Trump Tower?     #TrumpIsATraitor   #ImpeachmentHearingsNow https://t.co/AWvmmEqN2F,1
Back-stabbing son of a bitch. #TrumpIsATraitor https://t.co/TQKOs07dPH,0
@DonaldJTrumpJr This is rich coming from a douchbag that steals $ from the #TrumpCrimeFamily cancer charity   #TrumpIsATraitor  #TrumpCesspool,0
"Dear @ICC    Next time choose Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow    And let me remind you when @myogiadityanath govt can well organized #Kumbh,   it is just a match #ChooseWisely 😎 🤷     #ShameOnICC    @PMOIndia @narendramodi it's a #NewIndia #NewManagement https://t.co/IneA6QxyZW",1
@TheDweck #murderer   Let’s bombard him with it.,1
"@NBCNews he means everyone talks about him because he is a #MURDERER  #attentionseeking #derangedOJ , now he feels he has @Twitter to reply back.  Just block him and support @KimEGoldman",1
"The fact that it's #FlagDay makes it appropriate to also make it #JohnMcCainDay, as he was recognized as a great American &amp; patriot. But the fact that it's also #DonTheCon's birthday makes it really sweet to make it John McCain Day! 😀  #TrumpIsATraitor #TrumpIsADisgrace https://t.co/dilScF4HWZ",1
Our anger should be towards this and not towards @ICC - we are collapsing as a society.     #DhoniKeepsTheGlove. https://t.co/71ZDe65mVh,1
@suri_anil @ChandrusWeb How wrong...we shud wear the pride of our country?? Attention seeker uncle #DhoniKeepBalidaanBadgeGlove  #DhoniKeepsTheGlove,1
"Wonderchef Power Aluminium Pressure Cooker Set, 3-Pieces, Silver  @ Rs.2199 (mrp-4000)    https://t.co/h7Apj5mnTd    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll",1
Retweet if you want Dhoni to keep the Balidan batch.   #DhoniKeepsTheGlove #DhoniAtCWC19 https://t.co/YAsDwcn5rm,1
